series,episode,baker_name,result,signature_bake,show_stopper,technical,baker_age,baker_occupation,hometown,baker
3,4,James Morton,IN,"Hazelnut, Chocolate and Passionfruit Torte","Fig, Chestnut, Cherry and Chocolate Layered Meringue",5,21,Medical student,"Hillswick, Shetland Islands",James
3,4,John Whaite,IN,'Torte Noir' Black Forest Torte with Boozy Cream,Elderflower and Bramble Berry Pavlova,6,22,Law student,Wigan,John
3,4,Manisha Parmar,IN,"Almond, Chocolate and Cherry Torte",Tiramisu Layered Meringue Dessert,9,27,Nursery nurse,Leicester,Manisha
3,4,Natasha Stringer,NA,NA,NA,NA,36,Midwife,"Tamworth, Staffordshire",Natasha
3,4,Peter Maloney,NA,NA,NA,NA,43,Sales manager,"Windsor, Berkshire",Peter
3,4,Ryan Chong,IN,Green Tea Opera Torte,"Strawberry, Rose and Pistachio Meringue",7,38,Photographer,Bristol,Ryan
3,4,Sarah-Jane Willis,IN,Chocolate and Almond Truffle Torte,Hazelnut Tiramisu Layered Meringue,4,28,Vicar's wife,"Bewbush, West Sussex",Sarah-Jane
3,4,Stuart Marston-Smith,OUT,Black Forest Torte,Choca Blocka Mocha Meringue,8,26,PE teacher,"Lichfield, Staffordshire",Stuart
3,4,Victoria Chester,NA,NA,NA,NA,50,CEO of the charity Plantlife,Somerset,Victoria
3,5,Brendan Lynch,IN,Salmon Coulibiac in a Scandinavian Pastry,All American Chiffon Pie,3,63,Recruitment consultant,Sutton Coldfield,Brendan
3,5,Cathryn Dresser,IN,Full English Wellington,Chocolate and Peanut Butter Pumpkin Pie,1,27,Shop assistant,"Pease Pottage, West Sussex",Cathryn
3,5,Danny Bryden,IN,"Chickpea, Spinach & Mushroom Wellington",Trick or Treat Pumpkin Pie,7,45,Intensive care consultant,Sheffield,Danny
3,5,James Morton,IN,Four Pig Wellington,Sweet Potato Pie,6,21,Medical student,"Hillswick, Shetland Islands",James
3,5,John Whaite,IN,Venison and Haggis Wellington,Star-Spangled Pecan Pie,2,22,Law student,Wigan,John
3,5,Manisha Parmar,OUT,Lamb Wellington with Rosemary and Mint,Banana Scotch Pie,5,27,Nursery nurse,Leicester,Manisha
3,5,Natasha Stringer,NA,NA,NA,NA,36,Midwife,"Tamworth, Staffordshire",Natasha
3,5,Peter Maloney,NA,NA,NA,NA,43,Sales manager,"Windsor, Berkshire",Peter
3,5,Ryan Chong,STAR BAKER,Curry Spiced Seabass Wellington,Key Lime Pie,8,38,Photographer,Bristol,Ryan
3,5,Sarah-Jane Willis,IN,Beef Wellington with Parma Ham and Gorgonzola Cheese,Chocolate and Banana Cream Pie,4,28,Vicar's wife,"Bewbush, West Sussex",Sarah-Jane
3,5,Stuart Marston-Smith,NA,NA,NA,NA,26,PE teacher,"Lichfield, Staffordshire",Stuart
3,5,Victoria Chester,NA,NA,NA,NA,50,CEO of the charity Plantlife,Somerset,Victoria
3,6,Brendan Lynch,STAR BAKER,"Rhubarb, Strawberry and Ginger Puddings
Sticky Toffee Puddings","Spinach, Cheese and Walnut Strudel",1,63,Recruitment consultant,Sutton Coldfield,Brendan
3,6,Cathryn Dresser,IN,"Chocolate Walnut Whip Puddings
Elderflower Sponges",Roasted Vegetable Couscous and Sheep Cheese Strudel,3,27,Shop assistant,"Pease Pottage, West Sussex",Cathryn
3,6,Danny Bryden,IN,Banoffee Puddings with Walnut Butterscotch SauceJubilee Chocolate Fondants,"Leek, Potato, Pistachio and Gruyère Strudel",2,45,Intensive care consultant,Sheffield,Danny
3,6,James Morton,IN,Banana and Clove PuddingsClootie Dumplings,"Strawberry, Rhubarb and Ginger Strudel",7,21,Medical student,"Hillswick, Shetland Islands",James
3,6,John Whaite,IN,Spicy Toffee PuddingsRaspberry and White Chocolate Puddings,Did not complete due to injury,5,22,Law student,Wigan,John
3,6,Manisha Parmar,NA,NA,NA,NA,27,Nursery nurse,Leicester,Manisha
3,6,Natasha Stringer,NA,NA,NA,NA,36,Midwife,"Tamworth, Staffordshire",Natasha
3,6,Peter Maloney,NA,NA,NA,NA,43,Sales manager,"Windsor, Berkshire",Peter
3,6,Ryan Chong,IN,Chocolate FondantsSticky Ginger and Date Puddings,"Apple, Sour Cherry, Raisin and Mixed Nuts Strudel",6,38,Photographer,Bristol,Ryan
3,6,Sarah-Jane Willis,IN,Sticky Toffee PuddingsGranny's Saucy Lemon Puddings,Sweet Strudel with Sour Cherries,4,28,Vicar's wife,"Bewbush, West Sussex",Sarah-Jane
3,6,Stuart Marston-Smith,NA,NA,NA,NA,26,PE teacher,"Lichfield, Staffordshire",Stuart
3,6,Victoria Chester,NA,NA,NA,NA,50,CEO of the charity Plantlife,Somerset,Victoria
3,7,Brendan Lynch,IN,Chelsea Bunskis,Black Forest Christmas Stollen,4,63,Recruitment consultant,Sutton Coldfield,Brendan
3,7,Cathryn Dresser,IN,Lady Arundel's Manchet Buns,Bonfire Night Tear 'n' Share Brioche,5,27,Shop assistant,"Pease Pottage, West Sussex",Cathryn
3,7,Danny Bryden,STAR BAKER,Bakewell Chelsea Buns,European Christmas Wreath,2,45,Intensive care consultant,Sheffield,Danny
3,7,James Morton,IN,Easter Chelsea Buns,Whisky Kugelhopf-Brioche Baba,1,21,Medical student,"Hillswick, Shetland Islands",James
3,7,John Whaite,IN,Cherry and Almond Saffron Buns,Marzipan Stollen,3,22,Law student,Wigan,John
3,7,Manisha Parmar,NA,NA,NA,NA,27,Nursery nurse,Leicester,Manisha
3,7,Natasha Stringer,NA,NA,NA,NA,36,Midwife,"Tamworth, Staffordshire",Natasha
3,7,Peter Maloney,NA,NA,NA,NA,43,Sales manager,"Windsor, Berkshire",Peter
3,7,Ryan Chong,OUT,Lardy Cakes,Char Siu Bao,6,38,Photographer,Bristol,Ryan
3,7,Sarah-Jane Willis,OUT,"Orange, Nutmeg and Saffron Buns",Sour Cherry and Dark Chocolate Christmas Plait,7,28,Vicar's wife,"Bewbush, West Sussex",Sarah-Jane
3,7,Stuart Marston-Smith,NA,NA,NA,NA,26,PE teacher,"Lichfield, Staffordshire",Stuart
3,7,Victoria Chester,NA,NA,NA,NA,50,CEO of the charity Plantlife,Somerset,Victoria
3,8,Brendan Lynch,IN,Multi-Seed Savoury Crackers,Fantasy Gingerbread Bird House,2,63,Recruitment consultant,Sutton Coldfield,Brendan
3,8,Cathryn Dresser,OUT,Cheese and Pickle Crackers,Gingerbread Buckingham Palace,5,27,Shop assistant,"Pease Pottage, West Sussex",Cathryn
3,8,Danny Bryden,IN,Spiced Almond Drinks Crackers,Gingerbread Big Ben,4,45,Intensive care consultant,Sheffield,Danny
3,8,James Morton,STAR BAKER,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,1,21,Medical student,"Hillswick, Shetland Islands",James
3,8,John Whaite,IN,Asian Spice Crackers,Gingerbread Roman Coliseum,3,22,Law student,Wigan,John
3,8,Manisha Parmar,NA,NA,NA,NA,27,Nursery nurse,Leicester,Manisha
3,8,Natasha Stringer,NA,NA,NA,NA,36,Midwife,"Tamworth, Staffordshire",Natasha
3,8,Peter Maloney,NA,NA,NA,NA,43,Sales manager,"Windsor, Berkshire",Peter
3,8,Ryan Chong,NA,NA,NA,NA,38,Photographer,Bristol,Ryan
3,8,Sarah-Jane Willis,NA,NA,NA,NA,28,Vicar's wife,"Bewbush, West Sussex",Sarah-Jane
3,8,Stuart Marston-Smith,NA,NA,NA,NA,26,PE teacher,"Lichfield, Staffordshire",Stuart
3,8,Victoria Chester,NA,NA,NA,NA,50,CEO of the charity Plantlife,Somerset,Victoria
3,9,Brendan Lynch,IN,Coffee Meringue and Hazelnut CreamsApricot and Pistachio FriandsLime Curd Choux Pastry Cygnets,Gateau St. Honoré,3,63,Recruitment consultant,Sutton Coldfield,Brendan
3,9,Cathryn Dresser,NA,NA,NA,NA,27,Shop assistant,"Pease Pottage, West Sussex",Cathryn
3,9,Danny Bryden,OUT,Blackberry and Peppermint MacaroonsMiniature Raspberry and Basil FinanciersOrange and White Chocolate Langues de Chat,Rosewater and Lychee St. Honoré,4,45,Intensive care consultant,Sheffield,Danny
3,9,James Morton,STAR BAKER,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",1,21,Medical student,"Hillswick, Shetland Islands",James
3,9,John Whaite,IN,Lemon MadeleinesWhite Chocolate and Raspberry TartletsDark Chocolate and Cherry Macaroons,Gateau St. Honoré a la Passion,2,22,Law student,Wigan,John
3,9,Manisha Parmar,NA,NA,NA,NA,27,Nursery nurse,Leicester,Manisha
3,9,Natasha Stringer,NA,NA,NA,NA,36,Midwife,"Tamworth, Staffordshire",Natasha
3,9,Peter Maloney,NA,NA,NA,NA,43,Sales manager,"Windsor, Berkshire",Peter
3,9,Ryan Chong,NA,NA,NA,NA,38,Photographer,Bristol,Ryan
3,9,Sarah-Jane Willis,NA,NA,NA,NA,28,Vicar's wife,"Bewbush, West Sussex",Sarah-Jane
3,9,Stuart Marston-Smith,NA,NA,NA,NA,26,PE teacher,"Lichfield, Staffordshire",Stuart
3,9,Victoria Chester,NA,NA,NA,NA,50,CEO of the charity Plantlife,Somerset,Victoria
3,10,Brendan Lynch,Runner-up,Potato and Pepper Pithivier,Family Reunion Chiffon Cake,2,63,Recruitment consultant,Sutton Coldfield,Brendan
3,10,Cathryn Dresser,NA,NA,NA,NA,27,Shop assistant,"Pease Pottage, West Sussex",Cathryn
3,10,Danny Bryden,NA,NA,NA,NA,45,Intensive care consultant,Sheffield,Danny
3,10,James Morton,Runner-up,Spanish Pithivier with Chorizo and Red Pepper,United Chiffon Cakes,1,21,Medical student,"Hillswick, Shetland Islands",James
3,10,John Whaite,WINNER,Italian Sausage and Roasted Vegetable Pithivier,Heaven and Hell Chiffon Cake,2,22,Law student,Wigan,John
3,10,Manisha Parmar,NA,NA,NA,NA,27,Nursery nurse,Leicester,Manisha
3,10,Natasha Stringer,NA,NA,NA,NA,36,Midwife,"Tamworth, Staffordshire",Natasha
3,10,Peter Maloney,NA,NA,NA,NA,43,Sales manager,"Windsor, Berkshire",Peter
3,10,Ryan Chong,NA,NA,NA,NA,38,Photographer,Bristol,Ryan
3,10,Sarah-Jane Willis,NA,NA,NA,NA,28,Vicar's wife,"Bewbush, West Sussex",Sarah-Jane
3,10,Stuart Marston-Smith,NA,NA,NA,NA,26,PE teacher,"Lichfield, Staffordshire",Stuart
3,10,Victoria Chester,NA,NA,NA,NA,50,CEO of the charity Plantlife,Somerset,Victoria
4,1,Ali Imdad,IN,Rose and Pistachio Cake,"Chocolate, Raspberry and Passion Fruit Engagement Cake",11,25,Charity worker,"Saltley, Birmingham",Ali
4,1,Beca Lyne-Pirkis,IN,Grapefruit Sandwich Cake,Chocolate Cherry Indulgence,8,31,Military Wives' Choir Singer,"Aldershot, Hampshire",Beca
4,1,Christine Wallace,IN,"Strawberry, Vanilla and Rosewater Summer Basket",Chocolate and Orange 'Fripperous' Hat Cake,3,66,Director of an engraving company,"Didcot, Oxfordshire",Christine
4,1,Deborah Manger,IN,Pineapple Cake,'Coffee Time',9,51,Dentist,Peterborough,Deborah
4,1,Frances Quinn,IN,Giant Jam Sandwich,Secret Squirrel Cake,7,31,Children's Clothes Designer,"Market Harborough, Leicestershire",Frances
4,1,Glenn Cosby,IN,Strawberries and Cream Cake,Almond and Espresso Chocolate Cake,4,37,English Teacher,"Teignmouth, Devon",Glenn
4,1,Howard Middleton,IN,Passion Fruit and Coconut Cake,Black Forest Revisited,6,51,Council Worker,Sheffield,Howard
4,1,Kimberley Wilson,IN,Blood Orange Cake,"Chocolate, Raspberry & Basil Layer Cake",10,30,Psychologist,London,Kimberley
4,1,Lucy Bellamy,IN,Timperley Early Cake,Thyme 'Wildwood' Cake,2,38,Horticulturist,"Grimsby, Lincolnshire",Lucy
4,1,Mark Onley,IN,Lemon and Poppy Seed Cake,Chocolate Monster,5,37,Carpenter and Kitchen Fitter,Milton Keynes,Mark
4,1,Robert Smart,STAR BAKER,Pecan and Apple Cake,Raspberry Chocolate Cake,1,54,Space Satellite Designer,"Melbourn, Cambridgeshire",Robert
4,1,Ruby Tandoh,IN,Rhubarb and Custard Sandwich Cake,Chocolate and Ginger Night Sky Cake,12,20,History of Art and Philosophy Student,"Southend, Essex",Ruby
4,1,Toby Waterworth,OUT,Spiced and Iced Carrot Cake,Two Tiered Chocolate Cake,13,30,Web Programmer,"Reading, Berkshire",Toby
4,2,Ali Imdad,IN,Italian Grissini,Sweet and Savoury Yin Yang Bread,9,25,Charity worker,"Saltley, Birmingham",Ali
4,2,Beca Lyne-Pirkis,IN,Fennel and Chilli Breadsticks,Five Strand Christmas Wreath,11,31,Military Wives' Choir Singer,"Aldershot, Hampshire",Beca
4,2,Christine Wallace,IN,Mediterranean Breadsticks with Oregano,Double Plaited Loaf,4,66,Director of an engraving company,"Didcot, Oxfordshire",Christine
4,2,Deborah Manger,IN,Fennel & Chilli Breadsticks,Walnut Fleur Loaf,8,51,Dentist,Peterborough,Deborah
4,2,Frances Quinn,IN,Giant Matchsticks,Sailor's Knot,2,31,Children's Clothes Designer,"Market Harborough, Leicestershire",Frances
4,2,Glenn Cosby,IN,Rosemary and Parmesan Grissini,Harvest Crown,7,37,English Teacher,"Teignmouth, Devon",Glenn
4,2,Howard Middleton,IN,Moroccan Breadsticks,Picasso Sun Bread,10,51,Council Worker,Sheffield,Howard
4,2,Kimberley Wilson,IN,Nigella Seed and Parmesan Breadsticks,Peace Bread,1,30,Psychologist,London,Kimberley
4,2,Lucy Bellamy,OUT,Grissini with Salt,Roast Tomato Bread,12,38,Horticulturist,"Grimsby, Lincolnshire",Lucy
4,2,Mark Onley,IN,Rosemary & Raisin Breadsticks,Sage & Garlic Plait,6,37,Carpenter and Kitchen Fitter,Milton Keynes,Mark
4,2,Robert Smart,IN,Twisty Rye Bread Sticks,Tribute Loaf,5,54,Space Satellite Designer,"Melbourn, Cambridgeshire",Robert
4,2,Ruby Tandoh,STAR BAKER,Mexican Breadsticks,White Chocolate and Orange Peacock Bread,3,20,History of Art and Philosophy Student,"Southend, Essex",Ruby
4,2,Toby Waterworth,NA,NA,NA,NA,30,Web Programmer,"Reading, Berkshire",Toby
4,3,Ali Imdad,IN,"Coconut, Raspberry and Lemon Meringue Trifle",Vanilla Latte Mini CakesLime & Mint Shortbread Pops,5,25,Charity worker,"Saltley, Birmingham",Ali
4,3,Beca Lyne-Pirkis,IN,Orange and Ginger Trifle,Limoncello and Blueberry BurstsMillionaire Shortbread,10,31,Military Wives' Choir Singer,"Aldershot, Hampshire",Beca
4,3,Christine Wallace,STAR BAKER,Caribbean Pina Colada Trifle,Ninety-NinersSachertorte Parcels,4,66,Director of an engraving company,"Didcot, Oxfordshire",Christine
4,3,Deborah Manger,OUT,Tropical Trifle*,Canelé Cherry and Chocolate CakesRose Cookies,9,51,Dentist,Peterborough,Deborah
4,3,Frances Quinn,IN,Apple and Blackberry Crumble Trifle,'Ballet Bites' Ginger NutcrackersSugar Plum Fairy Cakes,8,31,Children's Clothes Designer,"Market Harborough, Leicestershire",Frances
4,3,Glenn Cosby,IN,Raspberry and Almond Trifle,Billionaire BouchéesOrange Financiers,1,37,English Teacher,"Teignmouth, Devon",Glenn
4,3,Howard Middleton,IN,Caramel and Apple Trifle*,Black Coffee and Cardamom CakesWhite Stilton and Pear Biscuits,7,51,Council Worker,Sheffield,Howard
4,3,Kimberley Wilson,IN,"Peach, Almond and Ginger Trifle",Chocolate Pistachio FinanciersLemon Bergamot Biscuits,6,30,Psychologist,London,Kimberley
4,3,Lucy Bellamy,NA,NA,NA,NA,38,Horticulturist,"Grimsby, Lincolnshire",Lucy
4,3,Mark Onley,OUT,"Ginger, Mango and Passion Fruit Trifle",Rose and Pistachio MacaroonsChocolate and Raspberry Bites,11,37,Carpenter and Kitchen Fitter,Milton Keynes,Mark
4,3,Robert Smart,IN,Rhubarb and Orange Trifle,Almond FriandsTurǫn Macaroons,2,54,Space Satellite Designer,"Melbourn, Cambridgeshire",Robert
4,3,Ruby Tandoh,IN,Desert Island Trifle,Lemon Shortbread and White Chocolate SeashellsBlackberry and Chocolate Layer Cakes,3,20,History of Art and Philosophy Student,"Southend, Essex",Ruby
4,3,Toby Waterworth,NA,NA,NA,NA,30,Web Programmer,"Reading, Berkshire",Toby
4,4,Ali Imdad,OUT,Apple and Ginger Pie with a Pecan and Walnut Shortcrust Pastry,"Orange, Cardamom and Date M'Hanncha",8,25,Charity worker,"Saltley, Birmingham",Ali
4,4,Beca Lyne-Pirkis,IN,Mamgu's Cherry-Apple Tart,Moroccan Vegetable Filo Feast,2,31,Military Wives' Choir Singer,"Aldershot, Hampshire",Beca
4,4,Christine Wallace,IN,"Granny Rogers' Apple, Plum & Cinnamon Country Pie",Roasted Vegetable Filo Pie with Feta Cheese,7,66,Director of an engraving company,"Didcot, Oxfordshire",Christine
4,4,Deborah Manger,NA,NA,NA,NA,51,Dentist,Peterborough,Deborah
4,4,Frances Quinn,IN,Peach Pie In the Sky,Cherry Tree Baklava Filo Pie,1,31,Children's Clothes Designer,"Market Harborough, Leicestershire",Frances
4,4,Glenn Cosby,IN,Apple & Maple Syrup Pie,Spanakopita (Walnut and Feta Cheese),9,37,English Teacher,"Teignmouth, Devon",Glenn
4,4,Howard Middleton,IN,Apple Pie with Sage Pastry,Fresh Fig and Feta Filo Flan,5,51,Council Worker,Sheffield,Howard
4,4,Kimberley Wilson,STAR BAKER,Pecan and Rosemary Caramel Apple Pie,"Chicken, Bacon and Butternut Squash Pie",4,30,Psychologist,London,Kimberley
4,4,Lucy Bellamy,NA,NA,NA,NA,38,Horticulturist,"Grimsby, Lincolnshire",Lucy
4,4,Mark Onley,NA,NA,NA,NA,37,Carpenter and Kitchen Fitter,Milton Keynes,Mark
4,4,Robert Smart,IN,Apple and Pear Pie with Thyme,Spanakopita with St George's Mushrooms,3,54,Space Satellite Designer,"Melbourn, Cambridgeshire",Robert
4,4,Ruby Tandoh,IN,Apple and Marzipan Pie,"Rose, Almond and Raspberry Filo Pie",6,20,History of Art and Philosophy Student,"Southend, Essex",Ruby
4,4,Toby Waterworth,NA,NA,NA,NA,30,Web Programmer,"Reading, Berkshire",Toby
4,5,Ali Imdad,NA,NA,NA,NA,25,Charity worker,"Saltley, Birmingham",Ali
4,5,Beca Lyne-Pirkis,IN,"Chocolate, Cherry and Hazelnut Brownies",Tiered Macaron and Sugar Dough Biscuit Centrepiece,5,31,Military Wives' Choir Singer,"Aldershot, Hampshire",Beca
4,5,Christine Wallace,STAR BAKER,Mixed Berry and Almond Crumble Traybake,Shortbread Bavarian Clock Tower,1,66,Director of an engraving company,"Didcot, Oxfordshire",Christine
4,5,Deborah Manger,NA,NA,NA,NA,51,Dentist,Peterborough,Deborah
4,5,Frances Quinn,IN,Millionaire Banoffee Bonus,Biscuit Buttons and Beads,3,31,Children's Clothes Designer,"Market Harborough, Leicestershire",Frances
4,5,Glenn Cosby,IN,Apricot and Pistachio Tiffin,Shortbread and Macaron Helter-Skelter,2,37,English Teacher,"Teignmouth, Devon",Glenn
4,5,Howard Middleton,IN,Breakfast Traybake,Japanese Pagoda Tea Tower,8,51,Council Worker,Sheffield,Howard
4,5,Kimberley Wilson,IN,Cherry and Almond Bakewell Florentine Slice,Black and White Viennese Biscuit Stack,7,30,Psychologist,London,Kimberley
4,5,Lucy Bellamy,NA,NA,NA,NA,38,Horticulturist,"Grimsby, Lincolnshire",Lucy
4,5,Mark Onley,NA,NA,NA,NA,37,Carpenter and Kitchen Fitter,Milton Keynes,Mark
4,5,Robert Smart,OUT,Blueberry & Orange Traybake,Dalek,4,54,Space Satellite Designer,"Melbourn, Cambridgeshire",Robert
4,5,Ruby Tandoh,IN,Blackberry and Lemon Bakewell Slice,'Dropped Ice-Cream' Biscuit Centrepiece,6,20,History of Art and Philosophy Student,"Southend, Essex",Ruby
4,5,Toby Waterworth,NA,NA,NA,NA,30,Web Programmer,"Reading, Berkshire",Toby
4,6,Ali Imdad,NA,NA,NA,NA,25,Charity worker,"Saltley, Birmingham",Ali
4,6,Beca Lyne-Pirkis,IN,Bara Brith,Chocolate and Rum-Soaked Prune BriochesCardamom Spiced Lemon Iced Buns,6,31,Military Wives' Choir Singer,"Aldershot, Hampshire",Beca
4,6,Christine Wallace,IN,Oxford Nutty Fruit Loaf,Schnecken BunsVanilla Custard Skolebrød,4,66,Director of an engraving company,"Didcot, Oxfordshire",Christine
4,6,Deborah Manger,NA,NA,NA,NA,51,Dentist,Peterborough,Deborah
4,6,Frances Quinn,IN,Chai Tea Loaf,Hot Cross BriochesRhubarb and Custard Kolaches,2,31,Children's Clothes Designer,"Market Harborough, Leicestershire",Frances
4,6,Glenn Cosby,IN,Devonshire Panettone,Almond and Apricot BriochesSticky Caramel Kanelbullen,5,37,English Teacher,"Teignmouth, Devon",Glenn
4,6,Howard Middleton,OUT,Date & Hemp Yorkshire Loaf,Peachy BunsGerman Baumschnecken,7,51,Council Worker,Sheffield,Howard
4,6,Kimberley Wilson,IN,Chai Spiced Ginger and Date Tea Loaf,Double Chocolate and Hazelnut BriochesDanish Kanelsnurrer,3,30,Psychologist,London,Kimberley
4,6,Lucy Bellamy,NA,NA,NA,NA,38,Horticulturist,"Grimsby, Lincolnshire",Lucy
4,6,Mark Onley,NA,NA,NA,NA,37,Carpenter and Kitchen Fitter,Milton Keynes,Mark
4,6,Robert Smart,NA,NA,NA,NA,54,Space Satellite Designer,"Melbourn, Cambridgeshire",Robert
4,6,Ruby Tandoh,STAR BAKER,Citrus Tea Loaf,Twisted Swedish KanelbullarSaffron St. Lucia Buns,1,20,History of Art and Philosophy Student,"Southend, Essex",Ruby
4,6,Toby Waterworth,NA,NA,NA,NA,30,Web Programmer,"Reading, Berkshire",Toby
4,7,Ali Imdad,NA,NA,NA,NA,25,Charity worker,"Saltley, Birmingham",Ali
4,7,Beca Lyne-Pirkis,IN,Spring Lamb and Vegetable Suet Puddingwith Redcurrant Gravy,Nectarine and Frangipane SquaresChocolate and Hazelnut Vol-au-ventsStrawberries and Cream Mille-feuille,1,31,Military Wives' Choir Singer,"Aldershot, Hampshire",Beca
4,7,Christine Wallace,IN,Spotted Dick 'With a Kick'and Vanilla Custard Ice Cream,Eccles CakesFresh Fruit BasketsLemon Cream Eton Mess Mille-feuille,6,66,Director of an engraving company,"Didcot, Oxfordshire",Christine
4,7,Deborah Manger,NA,NA,NA,NA,51,Dentist,Peterborough,Deborah
4,7,Frances Quinn,STAR BAKER,Figgy Roll-y Poly Puddingwith Caramelised Walnut and Honey Ice-Cream,French Framboise Cream HornsSheet Music Mille-feuilleBass Clef Palmiers,5,31,Children's Clothes Designer,"Market Harborough, Leicestershire",Frances
4,7,Glenn Cosby,OUT,Prune and Armagnac Puddingwith Boozy Butterscotch Sauce,Caramelised Apple and Marzipan TartletsChocolate Elephant EarsPassion Fruit Mille-feuille,3,37,English Teacher,"Teignmouth, Devon",Glenn
4,7,Howard Middleton,NA,NA,NA,NA,51,Council Worker,Sheffield,Howard
4,7,Kimberley Wilson,IN,Barberry and Apple Spotted Dickwith Maple Syrup and White Chocolate Custard,"Pear, Malt and Butterscotch Mille-feuilleBlackberry and Lemon Verbena Crème Brûle Custard TartsFig, Orange and Thyme Galette",4,30,Psychologist,London,Kimberley
4,7,Lucy Bellamy,NA,NA,NA,NA,38,Horticulturist,"Grimsby, Lincolnshire",Lucy
4,7,Mark Onley,NA,NA,NA,NA,37,Carpenter and Kitchen Fitter,Milton Keynes,Mark
4,7,Robert Smart,NA,NA,NA,NA,54,Space Satellite Designer,"Melbourn, Cambridgeshire",Robert
4,7,Ruby Tandoh,IN,Plum Jam Roly-Polywith Ginger Ice cream,Raspberry and Passion Fruit Mille-feuilleCaramelised Apple LatticePortuguese Custard Tarts,2,20,History of Art and Philosophy Student,"Southend, Essex",Ruby
4,7,Toby Waterworth,NA,NA,NA,NA,30,Web Programmer,"Reading, Berkshire",Toby
4,8,Ali Imdad,NA,NA,NA,NA,25,Charity worker,"Saltley, Birmingham",Ali
4,8,Beca Lyne-Pirkis,IN,"Potato, Spelt and Rosemary Focaccia",Spiced Butternut Squash and Pecan 'Cheese' Cake,4,31,Military Wives' Choir Singer,"Aldershot, Hampshire",Beca
4,8,Christine Wallace,OUT,"Multi-Seeded Loaf with Pumpkin, Sesame and Sunflower Seeds",Sweet Potato Guitar with Passion Fruit Icing and Marshmallow Fondant,5,66,Director of an engraving company,"Didcot, Oxfordshire",Christine
4,8,Deborah Manger,NA,NA,NA,NA,51,Dentist,Peterborough,Deborah
4,8,Frances Quinn,IN,'Chelsea Flour Show' Bun Bouquet,"Hidden Carrot Cake (Ground Praline, Beetroot and Walnut)",3,31,Children's Clothes Designer,"Market Harborough, Leicestershire",Frances
4,8,Glenn Cosby,NA,NA,NA,NA,37,English Teacher,"Teignmouth, Devon",Glenn
4,8,Howard Middleton,NA,NA,NA,NA,51,Council Worker,Sheffield,Howard
4,8,Kimberley Wilson,IN,Wild Garlic Pesto and Parma Ham Spelt Loaf,Butternut Squash and Spice Cake Toadstool House,2,30,Psychologist,London,Kimberley
4,8,Lucy Bellamy,NA,NA,NA,NA,38,Horticulturist,"Grimsby, Lincolnshire",Lucy
4,8,Mark Onley,NA,NA,NA,NA,37,Carpenter and Kitchen Fitter,Milton Keynes,Mark
4,8,Robert Smart,NA,NA,NA,NA,54,Space Satellite Designer,"Melbourn, Cambridgeshire",Robert
4,8,Ruby Tandoh,STAR BAKER,Mango and Nigella Seed Spelt Cob,Carrot Cake and Pistachio Garden Plot,1,20,History of Art and Philosophy Student,"Southend, Essex",Ruby
4,8,Toby Waterworth,NA,NA,NA,NA,30,Web Programmer,"Reading, Berkshire",Toby
4,9,Ali Imdad,NA,NA,NA,NA,25,Charity worker,"Saltley, Birmingham",Ali
4,9,Beca Lyne-Pirkis,OUT,Stilton and Walnut MacaronsBeetroot and Salmon Choux PuffsWelsh Rarebit Tartlets,Banoffee Opera Cake,3,31,Military Wives' Choir Singer,"Aldershot, Hampshire",Beca
4,9,Christine Wallace,NA,NA,NA,NA,66,Director of an engraving company,"Didcot, Oxfordshire",Christine
4,9,Deborah Manger,NA,NA,NA,NA,51,Dentist,Peterborough,Deborah
4,9,Frances Quinn,IN,"Legume Canapés:
Chantenay CarrotsChoux Pastry TomatoesCauliflower Cheese Scones",Great British Soap Opera Cake,2,31,Children's Clothes Designer,"Market Harborough, Leicestershire",Frances
4,9,Glenn Cosby,NA,NA,NA,NA,37,English Teacher,"Teignmouth, Devon",Glenn
4,9,Howard Middleton,NA,NA,NA,NA,51,Council Worker,Sheffield,Howard
4,9,Kimberley Wilson,STAR BAKER,Pea Purée TartsCrab and Wasabi ProfiterolesSteamed Buns with Barbecue Chicken,Passion Fruit and Lime Opera Cake,1,30,Psychologist,London,Kimberley
4,9,Lucy Bellamy,NA,NA,NA,NA,38,Horticulturist,"Grimsby, Lincolnshire",Lucy
4,9,Mark Onley,NA,NA,NA,NA,37,Carpenter and Kitchen Fitter,Milton Keynes,Mark
4,9,Robert Smart,NA,NA,NA,NA,54,Space Satellite Designer,"Melbourn, Cambridgeshire",Robert
4,9,Ruby Tandoh,IN,"Beetroot Jelly on Poppy Seed BiscuitsSpinach, Parmesan and Egg TartletsChoux Buns with Goat's Cheese and Caramelised Onions","Chocolate, Almond Praline and Saffron Opera Cake",4,20,History of Art and Philosophy Student,"Southend, Essex",Ruby
4,9,Toby Waterworth,NA,NA,NA,NA,30,Web Programmer,"Reading, Berkshire",Toby
4,10,Ali Imdad,NA,NA,NA,NA,25,Charity worker,"Saltley, Birmingham",Ali
4,10,Beca Lyne-Pirkis,NA,NA,NA,NA,31,Military Wives' Choir Singer,"Aldershot, Hampshire",Beca
